date,total_pnl,avg_pnl,pnl_std,win_rate,total_volume,trade_count,sharpe_proxy,pnl_per_volume,classification
2023-03-28,0.0,0.0,0.0,0.0,477.0,3,,0.0,Greed
2023-11-14,155.50335699999994,0.1488070401913875,105.09211259633247,0.27464114832535885,11555429.76,1045,1.479686278620178,1.3457167775644887e-05,Greed
2024-03-09,176965.491774,25.418772159436944,306.1669373872389,0.49008905486929044,39406770.25,6962,578.0032726073706,0.004490738283074594,Extreme Greed
2024-07-03,158742.378078,22.229712656210616,633.7048150995175,0.3171824674415348,21843234.35,7141,250.49892993644207,0.007267347661725746,Neutral
2024-10-27,3189461.032019,90.50427150248291,1165.0525484112816,0.4516046650208564,103947765.09,35241,2737.6113089218966,0.030683305497309177,Greed
2025-02-19,6699925.190574,50.047621894017375,909.121795680177,0.41514592406122314,704158492.98,133871,7369.667323354976,0.009514797105151575,Fear
